id,data_id,klient_id,trener_id,zajecie_id,sala_id,ocena_zajec,czas_trwania,liczba_uczestnikow,data_zajec
819,4494,33,11,17,63,3.2,60,30,2024-04-16 21:27:00
820,4826,194,3,21,66,3.6,45,8,2025-04-14 12:49:00
821,4971,177,18,18,63,2.4,45,23,2024-09-29 21:16:00
822,4677,57,1,14,61,3.1,120,28,2025-06-04 17:11:00
823,5072,20,19,16,68,2.1,90,27,2026-01-11 15:02:00
824,4679,101,16,16,67,4.2,90,25,2025-11-03 21:20:00
825,4581,60,16,14,64,3.0,60,21,2025-03-09 14:37:00
826,4953,161,12,10,69,2.3,120,5,2024-03-29 08:34:00
827,5074,53,12,14,68,4.2,45,17,2024-08-06 06:37:00
828,4922,68,11,13,69,1.5,45,25,2024-08-20 14:50:00
829,4532,56,19,22,69,4.3,60,14,2024-12-19 15:18:00
830,4712,24,16,13,63,4.8,60,25,2025-09-17 08:44:00
831,4739,96,8,23,66,3.4,45,22,2026-01-06 11:15:00
832,4679,29,9,17,62,2.0,60,15,2025-03-23 09:18:00
833,4631,155,17,12,67,4.5,45,10,2024-09-18 22:27:00
834,4632,29,13,22,62,3.2,45,5,2024-05-27 07:22:00
835,4564,59,20,19,68,3.0,90,14,2025-05-02 06:42:00
836,4722,176,3,11,65,3.1,60,16,2025-05-05 11:28:00
837,4706,180,6,14,63,2.1,60,28,2024-07-04 19:18:00
838,4984,83,1,12,66,3.4,60,16,2024-05-19 17:38:00
839,4927,50,12,11,62,4.9,60,6,2025-08-10 09:03:00
840,4498,56,13,19,64,4.3,120,11,2024-05-07 18:38:00
841,4990,102,18,16,68,1.7,45,20,2024-06-10 12:07:00
842,4412,180,4,14,62,2.5,45,13,2024-09-15 14:24:00
843,4472,151,14,16,69,2.6,120,17,2024-11-04 08:32:00
844,5061,121,11,15,68,1.7,60,21,2025-06-28 21:56:00
845,4807,189,16,19,61,3.2,120,13,2025-10-05 13:51:00
846,4781,178,9,15,67,4.8,90,14,2025-10-14 06:57:00
847,5051,97,8,22,64,2.5,60,12,2025-06-09 16:30:00
848,5086,147,20,10,61,3.0,45,13,2025-01-14 13:17:00
849,4679,83,17,22,70,1.2,60,15,2024-11-19 12:18:00
850,4838,116,15,15,65,3.7,120,15,2025-08-04 06:03:00
851,4896,116,2,20,67,3.2,45,16,2025-10-10 11:57:00
852,4388,89,20,13,68,4.9,60,12,2025-11-29 21:11:00
853,4889,58,12,17,70,2.0,120,28,2025-10-21 20:11:00
854,5087,152,19,21,61,4.0,90,11,2024-07-20 22:30:00
855,4751,197,20,10,64,4.4,120,12,2025-12-19 09:55:00
856,5065,110,3,22,65,4.8,120,7,2025-02-12 15:32:00
857,4394,92,20,12,64,3.1,90,24,2024-06-19 21:56:00
858,4684,96,20,20,68,1.8,120,11,2024-02-23 20:17:00
859,4626,87,17,13,64,2.6,60,24,2024-04-07 20:39:00
860,4930,183,20,21,64,3.7,45,29,2025-08-25 21:38:00
861,4667,114,19,11,63,3.8,45,6,2024-05-23 18:47:00
862,4793,168,20,16,62,4.5,60,9,2024-02-11 17:28:00
863,4744,11,11,13,65,4.9,45,11,2025-10-03 11:20:00
864,4583,109,19,13,68,1.2,120,21,2024-07-14 07:00:00
865,4762,38,1,10,67,3.1,90,12,2024-09-24 19:26:00
866,4873,56,19,15,66,4.3,45,17,2026-01-16 21:05:00
867,4732,17,9,22,68,4.3,45,25,2024-04-20 21:54:00
868,4873,64,19,17,64,4.1,120,5,2026-01-01 07:34:00
869,4578,181,9,22,69,1.9,60,20,2025-12-31 20:31:00
870,4558,141,4,11,67,1.2,90,9,2024-11-23 16:40:00
871,4416,97,13,20,69,2.9,60,19,2024-01-29 11:38:00
872,4884,44,9,10,67,4.6,60,25,2025-05-08 15:25:00
873,4768,90,7,21,67,1.3,90,13,2025-04-20 06:09:00
874,4504,68,7,13,65,2.3,45,7,2024-09-12 19:44:00
875,4467,74,8,19,68,1.1,45,13,2025-02-16 13:13:00
876,4818,46,1,14,68,1.7,90,20,2025-01-11 09:02:00
877,4920,25,10,19,63,2.9,45,14,2025-06-11 16:42:00
878,4658,55,6,13,68,3.6,45,27,2024-07-24 11:43:00
879,4863,147,18,17,65,2.0,45,20,2026-01-09 19:29:00
880,4577,45,3,17,66,4.8,60,21,2026-01-06 19:21:00
881,4553,40,6,17,61,3.5,90,30,2024-07-11 19:28:00
882,4561,62,16,16,63,4.1,45,8,2025-02-18 13:35:00
883,4962,154,9,10,65,3.4,45,17,2025-09-01 19:56:00
884,4391,86,2,21,70,1.5,90,8,2025-05-29 22:29:00
885,4660,94,15,12,69,3.7,120,24,2025-06-20 14:32:00
886,4840,24,12,24,66,3.6,45,20,2025-11-23 13:56:00
887,4840,51,3,18,69,4.5,120,21,2024-11-16 15:56:00
888,4994,184,3,19,67,1.0,45,22,2025-03-22 21:07:00
889,4775,1,9,15,66,4.7,90,14,2025-06-29 06:58:00
890,4532,6,4,19,64,4.1,60,12,2025-08-18 13:02:00
891,4824,188,14,11,68,3.9,120,26,2024-05-20 19:50:00
892,4430,97,7,19,66,2.5,120,12,2024-06-18 08:44:00
893,4935,161,18,17,64,1.5,90,15,2024-07-04 12:58:00
894,4763,153,3,16,69,4.7,120,28,2025-05-23 11:48:00
895,4872,52,18,15,67,3.1,120,30,2024-12-22 16:59:00
896,4515,91,4,10,63,3.8,45,12,2025-01-15 16:17:00
897,4911,38,18,22,65,2.2,90,7,2025-03-08 16:09:00
898,5097,149,7,19,62,4.3,90,28,2025-11-10 11:24:00
899,4896,47,1,13,67,4.3,60,9,2025-05-04 10:09:00
900,4580,110,16,24,69,1.9,45,20,2025-11-10 14:52:00
901,4983,181,13,12,70,2.9,120,11,2025-05-08 11:24:00
902,5064,150,20,13,61,3.0,45,25,2024-05-17 07:44:00
903,4967,50,2,12,64,1.2,45,14,2024-04-21 18:27:00
904,5024,79,17,20,70,2.4,60,13,2025-10-20 16:34:00
905,4399,177,18,23,62,4.6,45,28,2025-05-06 09:47:00
906,4647,58,16,19,69,3.9,90,20,2025-08-12 17:50:00
907,4527,68,14,11,65,4.5,120,9,2025-06-26 22:46:00
908,5086,10,6,22,69,3.9,90,25,2024-03-19 11:50:00
909,4810,70,16,11,66,2.7,90,19,2024-07-20 11:58:00
910,4662,73,5,23,64,4.7,90,10,2025-07-27 11:41:00
911,4991,98,19,23,69,4.1,60,25,2025-03-08 10:25:00
912,5095,35,5,20,66,4.4,90,14,2025-08-19 21:58:00
913,5029,111,18,10,69,2.2,45,29,2024-06-24 12:13:00
914,4887,200,15,17,66,4.2,60,14,2025-05-29 06:59:00
915,4966,171,3,20,63,2.7,120,12,2025-11-29 21:23:00
916,4432,1,4,23,62,1.2,45,19,2024-09-08 17:42:00
917,4953,199,2,15,66,4.3,60,18,2025-07-02 18:36:00
918,4926,98,13,21,67,2.1,45,12,2024-09-22 11:52:00
919,4817,195,12,11,62,1.5,90,29,2024-06-03 21:59:00
920,4850,173,10,14,69,3.1,45,27,2025-04-24 17:06:00
921,4977,186,7,17,63,4.4,120,12,2024-05-18 10:06:00
922,4681,71,19,14,61,4.2,60,14,2024-09-20 11:12:00
923,4752,50,19,24,65,1.9,90,29,2024-08-31 15:13:00
924,4395,60,16,20,61,3.6,45,15,2025-05-10 16:10:00
925,4771,106,9,16,67,2.0,60,30,2025-04-09 14:40:00
926,4909,107,8,17,61,3.1,90,18,2025-10-29 19:39:00
927,4426,167,10,17,67,2.0,60,28,2026-01-03 15:56:00
928,4814,76,19,10,64,3.1,90,24,2024-11-11 14:01:00
929,4515,26,17,15,64,1.2,90,19,2025-11-28 19:40:00
930,4712,33,10,11,61,1.6,120,29,2025-09-23 15:07:00
931,4760,64,8,19,61,4.0,45,18,2025-10-21 20:24:00
932,4492,104,2,22,65,4.3,120,20,2025-11-27 11:24:00
933,4814,117,8,13,61,2.9,60,26,2024-07-14 15:28:00
934,4658,8,10,17,61,5.0,120,8,2025-07-12 22:22:00
935,4753,49,9,17,64,3.4,45,6,2025-06-29 07:34:00
936,4451,141,1,17,66,4.3,60,27,2024-06-30 11:24:00
937,5106,142,10,23,67,1.8,45,12,2024-03-24 10:29:00
938,5105,174,20,10,61,2.4,120,29,2025-02-10 07:02:00
939,5045,174,13,12,68,1.7,120,24,2025-02-04 08:08:00
940,5090,41,20,13,67,4.3,90,5,2025-01-02 09:12:00
941,4528,98,3,12,64,2.6,60,8,2024-11-29 06:57:00
942,4915,102,7,23,70,3.3,90,15,2024-05-04 06:12:00
943,4651,131,1,14,69,1.5,120,29,2024-08-30 22:07:00
944,4400,32,20,15,61,2.4,45,28,2025-06-20 22:33:00
945,4896,82,4,15,69,4.4,120,28,2025-08-31 18:05:00
946,4446,21,2,19,63,4.0,120,19,2025-08-26 22:54:00
947,4616,153,13,14,62,1.5,60,20,2024-03-29 20:05:00
948,5060,196,16,16,64,3.5,60,10,2025-09-09 07:24:00
949,4828,27,18,23,67,3.9,120,21,2024-06-29 20:07:00
950,4418,169,13,11,68,1.4,90,29,2024-10-07 15:13:00
951,4390,23,18,20,69,1.4,45,9,2024-03-11 20:13:00
952,4998,106,11,22,66,1.3,45,14,2024-12-18 09:55:00
953,4665,126,19,12,63,3.1,60,29,2025-11-02 21:40:00
954,4627,112,6,15,61,1.8,45,8,2024-09-05 11:34:00
955,5081,108,12,12,66,1.0,60,17,2025-07-27 15:30:00
956,4554,68,15,23,61,3.9,45,15,2024-07-29 09:15:00
957,5079,146,4,12,61,4.7,90,18,2024-04-26 14:00:00
958,4437,166,20,20,65,4.3,45,30,2024-05-02 22:22:00
959,5034,139,12,22,62,2.6,45,14,2025-04-11 06:07:00
960,4482,182,9,23,64,4.8,90,21,2024-07-01 19:09:00
961,5041,119,6,15,68,3.2,60,19,2025-12-22 18:39:00
962,4826,81,9,19,67,2.5,120,15,2025-04-29 18:42:00
963,4831,48,13,18,63,4.5,60,20,2025-03-16 20:37:00
964,4960,72,15,13,67,2.4,90,27,2025-05-03 06:59:00
965,4545,35,15,16,61,2.2,120,15,2024-07-14 07:28:00
966,5085,104,6,21,66,4.8,60,29,2024-08-08 13:09:00
967,4618,78,19,10,70,2.8,60,9,2024-09-30 15:31:00
968,4626,108,5,23,68,3.0,90,9,2024-11-10 17:32:00
969,5040,179,10,10,70,2.9,60,26,2025-05-30 17:22:00
970,4389,172,14,15,68,3.3,45,24,2025-12-28 21:22:00
971,4985,47,10,11,63,1.1,90,16,2024-12-10 09:54:00
972,5059,142,19,11,69,1.9,90,10,2025-05-15 19:52:00
973,4591,80,5,20,70,2.1,45,14,2025-02-03 13:22:00
974,4727,183,15,19,66,3.2,90,17,2025-08-05 18:22:00
975,4442,96,10,12,64,3.7,60,22,2025-12-06 16:41:00
976,5057,102,19,11,69,4.0,60,18,2024-09-03 22:02:00
977,4869,148,19,17,70,4.1,90,20,2025-09-25 22:09:00
978,4885,53,19,19,68,1.8,120,9,2024-08-16 16:47:00
979,4406,46,12,16,65,3.5,60,26,2024-07-31 12:24:00
980,4612,40,18,18,67,2.9,120,9,2025-02-28 13:33:00
981,4495,167,3,16,61,1.2,60,28,2025-05-05 15:40:00
982,4869,73,9,11,69,1.7,60,30,2024-01-26 20:06:00
983,4490,131,17,17,61,4.3,90,23,2024-10-28 14:31:00
984,4782,77,7,19,68,1.7,60,21,2024-01-22 10:02:00
985,4480,159,16,14,70,3.9,60,8,2024-06-04 06:05:00
986,5080,2,8,16,62,3.4,120,28,2024-12-19 15:45:00
987,4554,129,2,14,66,1.1,120,26,2025-11-02 09:31:00
988,4923,49,1,19,68,3.5,60,12,2024-03-17 20:08:00
989,5049,13,12,17,69,3.9,90,27,2025-10-14 08:36:00
990,5082,31,8,24,70,4.2,120,20,2025-07-20 14:59:00
991,4862,6,11,21,69,4.7,90,12,2025-05-20 08:11:00
992,5085,57,4,20,64,4.5,45,9,2025-09-29 10:42:00
993,5047,187,10,20,69,2.3,45,24,2024-10-28 19:56:00
994,4853,42,15,19,64,4.1,120,13,2024-06-15 19:38:00
995,4608,76,19,21,68,4.1,90,14,2025-09-17 21:56:00
996,4768,176,4,20,65,4.2,120,16,2025-10-27 15:01:00
997,4670,51,8,24,61,1.5,90,20,2025-11-02 15:31:00
998,4877,153,18,16,61,3.1,45,29,2025-03-12 16:53:00
999,4876,59,17,24,65,1.3,45,10,2024-10-04 12:13:00
1000,4930,125,3,24,63,4.9,90,12,2024-04-20 19:44:00
1001,4659,153,12,16,67,1.9,45,26,2025-06-02 10:11:00
1002,4768,47,7,13,69,1.1,90,10,2025-06-17 10:13:00
1003,4598,109,19,19,66,4.6,60,20,2025-07-03 21:42:00
1004,4867,164,17,22,62,2.3,60,11,2024-02-14 11:15:00
1005,4854,95,5,22,69,1.0,60,27,2024-02-26 19:05:00
1006,5016,43,8,12,66,1.4,45,28,2024-10-10 11:24:00
1007,4630,125,2,15,65,3.0,120,8,2025-04-27 20:36:00
1008,4614,71,13,15,63,3.8,60,14,2024-05-08 17:16:00
1009,4722,34,7,15,69,2.7,60,13,2024-01-18 21:12:00
1010,4808,149,3,15,61,3.1,120,27,2025-07-23 13:07:00
1011,4855,123,3,15,63,2.3,90,5,2025-02-19 18:38:00
1012,5056,45,2,16,68,1.3,90,10,2025-06-17 21:57:00
1013,5105,114,13,22,66,2.3,120,7,2025-05-22 09:16:00
1014,4956,191,11,13,70,3.1,60,13,2025-09-23 13:36:00
1015,4513,100,13,15,61,4.2,60,21,2025-07-13 08:41:00
1016,4670,141,17,15,62,3.7,45,24,2025-10-28 21:38:00
1017,5059,117,10,21,67,4.4,45,11,2025-12-12 11:21:00
1018,4911,15,2,24,61,3.0,60,9,2024-11-17 07:09:00
1019,4541,89,2,12,65,4.9,90,11,2024-02-17 22:39:00
1020,4845,172,16,19,69,4.7,60,29,2025-09-04 21:40:00
1021,4673,193,3,17,65,1.2,90,9,2024-06-26 21:34:00
1022,4995,138,13,22,65,1.9,120,6,2025-03-03 21:54:00
1023,4502,65,13,22,70,4.6,90,21,2024-10-09 13:11:00
1024,5079,154,3,14,61,3.2,120,26,2026-01-01 12:21:00
1025,5095,17,4,24,65,2.2,90,7,2025-06-25 22:01:00
1026,4839,91,17,11,61,3.6,45,22,2025-08-07 19:45:00
1027,5106,81,1,20,66,3.4,90,26,2025-12-28 09:17:00
1028,4845,94,1,23,61,3.3,45,10,2024-07-13 20:16:00
1029,4730,192,19,14,66,3.1,60,9,2024-03-17 06:32:00
1030,4624,19,5,16,65,3.1,45,30,2025-02-20 07:32:00
1031,4934,171,9,23,69,4.1,90,9,2024-04-03 10:00:00
1032,4849,187,1,16,69,3.9,120,26,2024-07-07 15:38:00
1033,4667,141,3,17,70,2.3,45,21,2024-04-27 09:00:00
1034,4689,178,3,16,61,1.5,90,12,2025-02-02 09:07:00
1035,4901,110,2,10,70,1.5,60,7,2024-11-21 17:15:00
1036,4718,78,8,17,70,2.8,90,13,2024-09-07 10:33:00
1037,4819,189,7,21,64,3.9,45,10,2024-12-12 16:00:00
1038,4652,158,10,19,62,1.7,60,5,2025-08-31 17:07:00
1039,5054,155,5,19,64,2.7,45,8,2025-04-20 21:00:00
1040,4950,53,3,24,67,2.9,45,11,2024-09-22 15:29:00
1041,4613,142,10,11,67,1.9,90,23,2025-04-26 08:24:00
1042,4568,157,19,20,66,1.7,90,30,2025-04-14 08:27:00
1043,4664,147,6,11,68,4.1,45,29,2024-09-05 21:28:00
1044,4563,109,11,22,65,1.5,60,19,2025-07-14 22:58:00
1045,5075,12,16,19,68,2.7,90,30,2025-09-12 11:44:00
1046,4580,157,8,12,61,4.1,90,24,2024-11-20 19:29:00
1047,5069,185,3,22,61,3.1,45,5,2025-12-16 06:13:00
1048,4971,120,16,21,64,1.8,60,21,2024-12-28 19:34:00
1049,4826,53,6,23,63,2.7,90,24,2024-07-15 18:37:00
1050,4455,160,6,15,62,1.5,90,9,2024-11-16 13:58:00
1051,4518,111,14,11,61,2.9,120,19,2025-05-25 06:39:00
1052,4432,155,11,12,65,2.1,120,5,2024-06-04 13:59:00
1053,4473,133,18,17,69,2.1,120,29,2025-10-14 18:48:00
1054,4656,88,19,20,69,1.4,45,18,2025-10-16 16:05:00
1055,4878,129,9,23,64,2.8,60,27,2025-11-24 09:44:00
1056,4810,88,16,17,67,2.8,45,24,2024-06-04 20:19:00
1057,4415,105,5,23,70,1.6,120,9,2024-11-12 12:27:00
1058,5035,176,1,16,62,4.6,45,29,2024-09-06 20:20:00
1059,4483,76,20,19,68,3.5,45,25,2025-07-12 16:47:00
1060,4616,86,4,21,69,4.5,45,26,2024-02-10 10:11:00
1061,5069,66,5,12,66,2.5,90,30,2025-06-03 19:45:00
1062,4731,12,7,21,64,1.4,45,23,2025-12-25 10:55:00
1063,4483,193,7,15,68,3.5,120,10,2024-06-14 16:18:00
1064,4827,169,2,15,61,3.9,90,24,2024-05-29 22:29:00
1065,4708,106,15,21,65,4.1,60,24,2025-05-12 20:37:00
1066,5035,46,10,24,61,5.0,90,9,2025-05-08 22:19:00
1067,4782,192,14,20,68,1.6,60,19,2026-01-12 17:30:00
1068,4544,5,12,21,65,1.3,90,10,2024-10-31 07:38:00
1069,5010,137,12,13,69,3.1,60,5,2024-08-22 12:47:00
1070,4947,14,18,15,70,4.5,90,19,2025-11-20 12:08:00
1071,4557,196,10,17,69,1.4,120,30,2024-11-12 14:32:00
1072,4608,179,3,22,64,4.0,90,20,2025-03-07 07:21:00
1073,4563,10,18,16,67,2.9,60,17,2024-09-19 07:21:00
1074,4578,93,12,21,63,3.0,90,25,2025-11-09 11:17:00
1075,4683,109,18,18,61,3.7,90,8,2024-08-23 11:41:00
1076,4789,116,14,13,65,4.8,90,8,2024-03-27 17:09:00
1077,4421,7,6,24,66,4.0,90,27,2025-02-21 08:22:00
1078,4661,24,14,19,69,2.7,120,12,2024-10-16 22:13:00
1079,4561,193,7,11,63,4.8,120,29,2025-10-12 13:20:00
1080,4625,92,7,14,63,4.2,90,6,2024-07-05 06:21:00
1081,4570,74,13,19,64,2.9,90,7,2025-10-27 15:40:00
1082,4629,76,7,18,63,3.6,60,19,2024-06-30 17:51:00
1083,5000,195,2,12,68,4.2,60,26,2024-12-01 06:24:00
1084,4583,156,9,21,67,2.2,120,8,2025-01-16 11:51:00
1085,4442,26,8,12,64,3.8,90,8,2024-04-30 13:03:00
1086,5053,57,4,17,68,4.6,120,27,2024-06-28 07:33:00
1087,4664,109,4,23,62,2.0,120,14,2025-03-20 17:33:00
1088,4914,18,19,21,63,2.3,90,28,2024-04-28 08:46:00
1089,4635,154,1,20,67,3.4,60,17,2024-06-09 15:39:00
1090,4485,115,13,23,63,3.8,45,18,2024-06-06 10:09:00
1091,4538,64,10,10,64,1.8,60,16,2024-11-02 17:43:00
1092,4769,22,11,12,61,4.4,90,23,2025-10-28 06:52:00
1093,4728,154,11,12,67,4.0,45,28,2025-01-21 16:04:00
1094,4818,28,2,18,70,3.4,120,8,2024-11-10 14:57:00
1095,4802,27,2,16,66,2.7,45,9,2025-03-03 22:01:00
1096,4716,186,2,23,61,1.1,90,13,2024-05-19 07:19:00
1097,4451,69,18,13,70,4.6,45,10,2024-07-05 09:34:00
1098,4672,67,1,16,70,1.6,45,27,2025-06-09 12:46:00
1099,4498,162,18,20,65,2.0,60,17,2024-02-25 11:32:00
1100,5042,101,7,19,70,1.3,90,9,2025-10-07 06:50:00
1101,4723,146,11,20,68,4.9,45,9,2024-06-05 09:40:00
1102,4868,124,17,20,65,4.2,45,24,2024-09-14 21:19:00
1103,4420,58,1,12,67,3.7,45,13,2025-03-14 10:33:00
1104,4930,143,15,22,65,2.3,90,21,2024-08-17 22:03:00
1105,4519,137,17,10,69,4.3,120,13,2025-11-18 07:49:00
1106,4711,12,19,19,62,4.6,120,10,2025-07-09 06:52:00
1107,4921,106,15,15,65,1.9,90,9,2024-09-01 13:16:00
1108,4437,52,12,13,68,1.1,120,29,2024-02-17 12:58:00
1109,4484,193,20,10,67,2.2,60,17,2025-12-18 15:19:00
1110,5058,70,9,11,65,3.0,90,19,2024-04-11 15:49:00
1111,5019,23,1,15,67,2.9,120,22,2024-07-24 10:22:00
1112,4786,200,14,24,66,4.3,45,16,2025-12-23 14:36:00
1113,4987,114,19,15,61,3.8,120,14,2024-02-26 20:49:00
1114,4410,194,7,23,64,3.3,60,5,2025-08-01 15:23:00
1115,4595,18,4,24,66,1.3,120,14,2025-10-15 17:31:00
1116,4524,144,13,11,65,1.7,45,19,2025-02-02 07:02:00
1117,4434,173,17,18,65,4.7,120,24,2024-05-15 08:18:00
1118,4833,9,20,11,65,2.4,90,10,2026-01-11 21:00:00
1119,4410,34,13,14,64,2.7,120,30,2024-06-03 16:13:00
1120,4576,83,11,21,64,4.9,120,29,2025-07-28 17:55:00
1121,4449,27,18,19,65,2.2,45,21,2025-11-18 08:43:00
1122,4786,166,15,16,67,1.3,45,5,2024-10-22 13:26:00
1123,4682,102,7,13,66,3.6,60,21,2024-11-13 20:35:00
1124,4445,122,10,16,64,4.2,120,25,2025-12-17 19:43:00
1125,5036,81,15,12,67,3.5,90,23,2025-03-25 12:15:00
1126,4911,188,4,13,69,1.3,90,26,2025-10-10 17:54:00
1127,4696,19,17,20,68,2.2,90,21,2025-09-01 19:32:00
1128,4557,12,14,24,69,2.3,120,5,2025-12-07 10:56:00
1129,4642,65,2,16,68,3.4,90,10,2025-02-09 18:17:00
1130,4944,34,7,17,63,4.0,120,23,2024-11-25 20:21:00
1131,5012,100,7,20,64,2.6,120,6,2025-01-12 16:15:00
1132,4777,72,4,16,61,2.2,120,15,2025-12-25 19:27:00
1133,4935,184,15,18,70,1.8,45,11,2024-05-20 19:27:00
1134,4767,81,4,21,70,3.8,60,26,2025-09-11 17:38:00
1135,4408,186,19,18,63,2.3,90,19,2025-12-01 12:51:00
1136,4927,197,20,13,65,4.1,45,14,2024-07-13 10:38:00
1137,5011,162,10,19,66,3.2,45,7,2024-03-25 16:35:00
1138,4979,181,4,19,66,4.7,60,8,2024-09-25 08:49:00
1139,5008,157,14,10,67,2.9,45,10,2024-05-12 15:31:00
1140,4407,71,5,19,65,1.6,45,5,2024-05-13 15:16:00
1141,4471,73,15,15,62,3.6,45,25,2024-08-26 18:52:00
1142,4586,43,13,21,62,2.7,45,28,2024-03-31 18:52:00
1143,4971,144,13,18,67,1.9,60,8,2024-11-23 19:34:00
1144,4461,55,15,13,66,1.8,120,9,2024-09-21 11:23:00
1145,4695,146,14,18,65,1.4,90,8,2025-07-07 13:21:00
1146,4956,8,10,22,61,1.5,90,19,2024-01-18 21:57:00
1147,4514,65,15,12,67,2.2,90,9,2025-04-12 14:43:00
1148,4490,23,8,13,65,2.9,45,8,2025-06-07 16:42:00
1149,4719,140,3,21,61,3.9,45,8,2024-10-29 12:21:00
1150,4540,16,7,10,65,3.6,90,11,2025-12-21 18:23:00
1151,4640,29,8,16,64,4.7,60,26,2025-01-20 20:35:00
1152,4506,96,13,23,64,4.3,120,30,2025-08-10 21:13:00
1153,4700,34,6,15,62,4.3,45,5,2024-11-16 22:58:00
1154,5031,186,7,24,61,3.0,90,26,2025-10-31 07:04:00
1155,4924,63,20,21,65,2.0,90,18,2025-09-25 20:07:00
1156,4811,9,2,10,62,1.9,120,21,2024-12-18 13:02:00
1157,4685,49,18,22,69,2.0,60,26,2024-04-13 08:05:00
1158,4550,159,1,13,69,3.3,90,6,2025-08-21 08:37:00
1159,4750,88,7,16,65,1.9,45,20,2025-02-11 14:02:00
1160,5099,11,9,17,68,2.4,120,20,2024-12-28 16:59:00
1161,4823,25,10,24,63,2.2,45,15,2024-11-22 17:29:00
1162,4446,145,6,13,67,2.2,60,25,2024-07-24 20:09:00
1163,4932,14,14,22,63,1.2,60,13,2024-09-16 11:24:00
1164,4586,72,1,10,68,1.5,45,10,2026-01-17 10:55:00
1165,4889,50,12,21,66,3.3,60,13,2026-01-13 19:11:00
1166,5093,131,3,24,66,3.5,45,9,2024-11-09 13:49:00
1167,4444,28,11,17,66,1.3,120,20,2024-11-02 21:22:00
1168,5018,28,11,10,63,2.6,90,28,2025-03-09 11:24:00
1169,4913,32,19,14,70,1.6,45,16,2025-09-06 19:49:00
1170,4428,167,1,17,67,4.4,60,30,2024-04-17 09:05:00
1171,4801,113,9,17,61,1.7,60,13,2025-12-25 06:45:00
1172,4895,20,15,20,63,2.2,90,9,2025-11-16 13:11:00
1173,4531,122,9,18,68,1.4,45,28,2025-04-26 06:41:00
1174,4753,79,4,22,67,2.4,45,10,2024-09-11 12:41:00
1175,4864,113,18,11,67,1.7,120,19,2025-01-30 21:04:00
1176,4477,140,16,19,67,3.3,90,29,2025-10-09 12:50:00
1177,4794,184,12,24,67,4.3,45,7,2025-07-15 14:57:00
1178,4691,156,18,11,65,3.4,90,8,2025-02-12 06:47:00
1179,4575,190,16,21,65,4.3,90,29,2025-06-29 06:02:00
1180,4423,28,14,18,65,3.0,120,6,2024-06-15 08:04:00
1181,4632,138,17,13,65,2.4,45,12,2024-09-30 20:21:00
1182,4846,48,12,24,64,3.6,90,18,2025-11-27 15:29:00
1183,4395,144,6,15,70,3.6,60,19,2025-06-24 18:54:00
1184,5032,64,4,12,66,1.0,60,29,2024-02-15 09:05:00
1185,4696,183,18,14,67,3.0,90,23,2025-11-22 06:38:00
1186,5102,140,6,19,61,1.9,120,11,2024-04-07 21:14:00
1187,4449,96,11,15,63,2.7,90,22,2025-05-23 17:58:00
1188,4678,171,1,10,61,3.1,120,23,2025-04-22 22:50:00
1189,4521,62,11,23,68,2.1,60,7,2025-11-26 07:45:00
1190,4776,137,3,14,68,4.4,120,19,2025-12-04 12:41:00
1191,4866,177,1,14,66,2.1,90,9,2025-01-18 17:03:00
1192,4852,62,13,12,66,3.8,60,5,2024-09-13 20:10:00
1193,4625,96,11,22,66,2.7,45,21,2025-03-11 10:07:00
1194,4897,138,16,17,68,2.2,90,5,2024-03-05 15:32:00
1195,4572,34,19,22,67,1.7,60,15,2024-08-20 14:45:00
1196,4389,135,18,14,66,4.3,120,19,2025-02-19 17:49:00
1197,4541,136,9,13,68,3.0,90,15,2025-04-23 11:45:00
1198,4603,171,11,24,61,4.2,90,22,2025-01-28 11:10:00
1199,4672,19,11,10,68,2.8,120,24,2024-10-19 19:43:00
1200,4600,104,4,11,61,1.5,120,26,2024-04-18 21:01:00
1201,4494,191,9,18,66,3.6,60,6,2024-06-29 12:53:00
1202,4883,104,12,18,66,2.6,45,15,2025-01-30 06:49:00
1203,4719,173,14,16,65,3.0,60,8,2024-10-18 08:17:00
1204,4832,12,18,12,61,1.6,120,24,2025-09-08 11:03:00
1205,4850,60,5,10,62,3.9,90,21,2025-09-21 22:14:00
1206,5035,48,13,10,62,2.6,45,28,2025-11-18 21:27:00
1207,4642,120,18,22,62,1.4,120,28,2024-08-22 19:47:00
1208,4678,195,17,10,64,3.8,45,27,2025-07-20 20:32:00
1209,4442,40,5,24,65,2.8,60,19,2024-09-17 16:50:00
1210,4893,123,4,17,61,2.3,90,18,2025-05-05 18:31:00
1211,4963,1,12,16,64,4.4,90,15,2024-12-19 22:41:00
1212,5004,13,5,20,67,4.1,90,12,2024-06-17 10:57:00
1213,5008,190,16,19,63,4.4,90,12,2024-03-03 12:17:00
1214,4695,26,10,14,62,2.4,90,23,2024-07-05 17:19:00
1215,4608,139,15,19,66,4.7,120,27,2025-09-06 17:26:00
1216,4450,58,20,14,64,3.3,45,22,2025-04-14 19:34:00
1217,5088,178,3,21,62,4.3,45,7,2024-09-26 08:21:00
1218,5053,3,11,15,66,1.4,120,25,2024-11-08 07:57:00
1219,4833,92,20,13,70,1.9,120,19,2025-02-08 10:02:00
1220,4588,90,3,18,62,3.1,60,7,2024-12-24 07:50:00
1221,4768,95,5,12,63,3.6,60,19,2024-12-30 12:17:00
