id,klient_id,data_id,sala_id,czas_pobytu_min,data_wejscia
2564,112,5084,62,113,2024-12-03 11:54:00
2565,126,4553,63,104,2024-08-04 09:44:00
2566,52,4449,67,144,2025-01-27 11:11:00
2567,167,4580,66,47,2025-12-21 13:58:00
2568,14,4706,67,47,2025-09-22 09:31:00
2569,192,4755,63,86,2025-03-20 13:00:00
2570,29,4627,63,33,2024-09-12 09:40:00
2571,24,4524,67,58,2025-12-15 21:36:00
2572,119,4929,64,85,2025-10-18 20:16:00
2573,197,4996,62,156,2024-07-19 19:17:00
2574,130,4973,66,105,2025-01-19 08:38:00
2575,76,4674,66,91,2025-09-02 10:49:00
2576,147,4570,65,172,2025-01-19 09:01:00
2577,180,4846,62,147,2025-02-02 11:46:00
2578,14,4518,69,169,2025-03-06 11:20:00
2579,27,4898,61,62,2025-07-01 22:37:00
2580,149,5002,70,146,2024-03-17 12:18:00
2581,68,4751,66,137,2025-11-26 22:00:00
2582,54,4594,62,34,2024-04-03 07:06:00
2583,5,4453,63,147,2025-10-03 20:25:00
2584,125,4586,64,102,2025-12-25 14:14:00
2585,8,4672,63,110,2025-08-26 06:42:00
2586,66,4715,68,161,2025-05-17 14:54:00
2587,87,4741,62,34,2024-03-07 17:08:00
2588,41,4838,63,37,2024-12-20 22:59:00
2589,87,4448,63,170,2024-11-20 07:19:00
2590,150,5031,68,61,2025-07-06 18:00:00
2591,84,4759,67,153,2024-12-31 22:26:00
2592,114,4525,61,118,2024-07-08 21:39:00
2593,15,4398,68,153,2025-05-22 21:14:00
2594,186,4541,67,119,2024-06-11 22:39:00
2595,16,4829,61,153,2024-10-08 12:39:00
2596,175,4784,68,151,2024-04-25 09:10:00
2597,56,4645,65,113,2024-03-25 09:58:00
2598,82,4532,69,170,2025-02-18 11:29:00
2599,1,4756,62,148,2024-02-27 14:49:00
2600,76,4723,68,137,2025-12-06 20:22:00
2601,104,4410,67,167,2024-08-16 07:27:00
2602,168,4933,66,51,2024-09-23 11:44:00
2603,97,4405,68,141,2025-08-29 09:27:00
2604,193,4966,64,109,2024-11-21 08:46:00
2605,135,5019,70,74,2025-10-05 19:28:00
2606,75,4601,65,88,2025-09-02 07:57:00
2607,172,4467,68,173,2025-04-19 20:03:00
2608,122,5067,68,149,2025-05-22 11:10:00
2609,179,4786,66,47,2025-02-26 10:19:00
2610,1,4689,64,120,2024-06-24 19:57:00
2611,195,4722,61,65,2024-10-12 21:52:00
2612,64,4877,70,41,2024-04-16 17:49:00
2613,59,4715,61,76,2025-07-27 13:38:00
2614,164,4809,66,154,2025-08-01 12:30:00
2615,196,4556,63,68,2025-02-01 12:48:00
2616,125,4880,67,68,2024-11-08 15:28:00
2617,103,5015,64,61,2024-04-04 09:50:00
2618,69,4827,66,131,2025-09-03 07:48:00
2619,118,5017,70,59,2025-04-08 21:27:00
2620,62,4393,68,58,2025-04-29 12:57:00
2621,109,4947,66,88,2024-02-04 06:51:00
2622,21,4433,67,102,2025-07-06 10:12:00
2623,186,4400,66,50,2024-04-10 14:53:00
2624,144,4407,66,178,2024-02-14 11:44:00
2625,173,4620,66,60,2024-10-14 09:39:00
2626,33,4899,65,64,2025-11-15 20:26:00
2627,55,4906,65,34,2024-04-20 06:28:00
2628,161,4386,68,160,2025-03-04 19:02:00
2629,184,4668,63,35,2025-12-24 14:16:00
2630,175,4931,69,140,2024-02-11 18:12:00
2631,37,4798,63,122,2025-12-28 11:06:00
2632,83,4695,64,166,2024-12-04 14:17:00
2633,62,5077,63,75,2024-02-12 20:56:00
2634,84,4426,62,36,2025-03-23 19:27:00
2635,81,5001,65,151,2025-08-16 14:34:00
2636,108,4385,62,143,2024-10-20 15:51:00
2637,77,4585,62,177,2024-11-14 18:49:00
2638,39,4436,68,90,2025-02-01 18:10:00
2639,102,4572,63,142,2025-04-21 06:56:00
2640,143,4694,69,49,2024-07-23 20:32:00
2641,89,5051,67,76,2025-11-23 17:06:00
2642,179,4870,70,94,2025-07-30 11:56:00
2643,27,4476,67,161,2024-03-17 12:02:00
2644,8,4879,65,172,2025-12-17 08:36:00
2645,19,4828,61,115,2025-09-17 18:03:00
2646,33,4935,64,139,2025-02-23 21:27:00
2647,168,4780,61,107,2025-03-08 18:25:00
2648,105,4720,66,32,2025-04-07 20:33:00
2649,53,4770,68,56,2025-12-17 21:35:00
2650,195,4499,62,151,2025-08-23 14:35:00
2651,118,5088,62,43,2024-09-29 22:29:00
2652,37,4412,65,60,2024-08-29 19:19:00
2653,5,4823,62,124,2025-01-23 22:29:00
2654,200,4911,70,139,2025-10-06 18:26:00
2655,22,4754,64,69,2024-12-23 19:16:00
2656,167,4597,65,128,2024-02-28 22:25:00
2657,15,4971,62,157,2024-07-15 08:57:00
2658,107,4915,63,85,2024-06-30 07:15:00
2659,106,4976,65,72,2025-10-04 22:27:00
2660,41,4738,62,136,2024-06-18 10:36:00
2661,127,4569,65,77,2024-04-18 09:00:00
2662,178,5008,63,65,2024-05-23 06:17:00
2663,43,5084,66,42,2025-04-27 08:23:00
2664,143,5043,67,33,2025-10-26 11:52:00
2665,136,5085,64,55,2025-09-01 06:53:00
2666,20,4505,66,53,2024-08-13 15:19:00
2667,143,5049,63,116,2025-02-05 10:47:00
2668,33,4564,65,111,2024-02-29 21:49:00
2669,111,4829,70,39,2024-08-23 20:14:00
2670,77,5011,63,35,2025-07-05 16:22:00
2671,14,4552,63,135,2025-09-26 20:42:00
2672,146,4704,70,50,2025-10-12 15:31:00
2673,37,4536,66,121,2025-06-14 19:28:00
2674,90,4706,68,137,2024-12-18 13:30:00
2675,50,4830,68,78,2025-01-21 12:54:00
2676,41,4867,63,165,2025-08-29 17:16:00
2677,30,4426,67,168,2024-10-18 22:29:00
2678,98,4936,68,71,2024-02-02 08:05:00
2679,154,4822,65,47,2024-04-28 16:11:00
2680,19,4592,62,162,2025-02-03 07:49:00
2681,46,4696,64,135,2026-01-13 19:38:00
2682,28,4856,66,96,2025-06-25 19:01:00
2683,89,5029,62,153,2024-11-10 22:05:00
2684,75,4953,70,144,2025-12-25 14:48:00
2685,165,4491,70,43,2024-11-24 06:05:00
2686,72,5000,70,63,2025-08-09 07:26:00
2687,183,4520,61,83,2024-06-06 15:24:00
2688,158,5079,67,36,2024-12-17 16:53:00
2689,24,4659,64,66,2024-11-14 14:17:00
2690,112,4559,64,40,2024-05-02 11:52:00
2691,86,4940,62,126,2026-01-05 17:44:00
2692,7,4399,63,149,2024-08-31 22:49:00
2693,196,4443,67,62,2024-01-29 11:51:00
2694,48,4826,67,102,2025-01-10 09:51:00
2695,70,4410,70,172,2025-08-23 09:32:00
2696,196,4982,62,68,2025-05-06 11:49:00
2697,45,4539,61,171,2024-09-12 21:05:00
2698,124,5021,61,31,2025-03-15 07:53:00
2699,79,4489,69,35,2024-03-14 12:03:00
2700,161,4421,65,76,2024-12-18 14:09:00
2701,135,4720,66,60,2025-02-20 13:59:00
2702,36,5103,63,31,2025-05-15 21:51:00
2703,22,4479,63,96,2024-02-23 17:18:00
2704,143,4825,67,70,2025-06-14 16:35:00
2705,137,4381,67,147,2024-12-16 11:28:00
2706,85,4673,62,118,2024-04-29 09:48:00
2707,131,4625,70,88,2025-06-11 08:14:00
2708,101,5000,65,42,2025-04-14 21:16:00
2709,18,4926,63,30,2024-11-22 07:52:00
2710,182,4466,61,125,2025-05-30 10:14:00
2711,63,4952,66,124,2024-06-10 06:44:00
2712,26,5066,64,129,2025-09-07 11:41:00
2713,118,5052,68,51,2024-05-29 07:13:00
2714,165,4542,63,31,2025-10-05 06:53:00
2715,66,5062,63,65,2025-02-21 17:29:00
2716,23,4580,67,121,2025-04-26 15:48:00
2717,182,4525,63,54,2024-04-06 20:04:00
2718,66,4481,65,179,2025-06-20 10:36:00
2719,59,5080,68,131,2024-03-21 17:49:00
2720,137,4817,61,67,2025-10-13 15:45:00
2721,159,4476,67,49,2024-04-14 10:42:00
2722,103,4473,62,177,2024-09-28 12:33:00
2723,141,4520,63,160,2025-10-12 15:41:00
2724,106,4875,69,169,2024-05-04 19:03:00
2725,178,4683,68,120,2024-07-11 17:36:00
2726,156,4457,64,64,2024-05-08 19:24:00
2727,17,5089,70,73,2025-10-16 13:04:00
2728,45,4389,64,134,2024-10-26 18:56:00
2729,59,4752,69,45,2024-03-18 19:09:00
2730,119,4386,68,139,2025-01-19 19:50:00
2731,188,4583,65,176,2025-09-24 17:07:00
2732,1,4408,68,124,2025-04-16 15:10:00
2733,24,4943,64,161,2024-07-13 21:20:00
2734,132,4900,62,61,2025-12-22 19:27:00
2735,127,4813,67,112,2024-09-14 16:26:00
2736,64,5027,68,64,2024-08-31 07:20:00
2737,185,4985,64,95,2024-10-07 21:54:00
2738,174,4857,68,111,2025-07-20 12:33:00
2739,184,4913,70,177,2025-01-31 14:39:00
2740,177,4934,65,156,2025-11-26 18:38:00
2741,129,4780,62,50,2025-05-18 13:09:00
2742,198,4392,67,55,2024-03-06 16:39:00
2743,3,5061,67,170,2025-06-23 15:15:00
2744,98,4699,63,157,2024-10-26 08:10:00
2745,153,4936,67,103,2025-09-07 17:36:00
2746,199,4802,63,111,2025-12-04 06:05:00
2747,197,4707,67,47,2025-08-19 18:14:00
2748,70,4971,66,71,2025-10-07 09:02:00
2749,58,4829,64,44,2024-12-25 10:18:00
2750,87,4408,64,134,2024-05-24 18:40:00
2751,100,4708,61,69,2025-01-02 06:34:00
2752,13,4913,65,116,2025-08-01 16:46:00
2753,113,4396,70,163,2024-07-16 07:58:00
2754,21,4840,70,45,2025-10-28 20:50:00
2755,192,4829,65,132,2025-10-26 08:10:00
2756,105,4793,70,62,2025-06-19 09:30:00
2757,125,4998,61,59,2024-06-09 09:39:00
2758,125,4539,64,125,2024-10-05 06:08:00
2759,26,4723,66,40,2024-10-15 08:05:00
2760,30,4672,69,75,2024-09-28 16:34:00
2761,186,4826,65,124,2025-07-05 06:44:00
2762,144,4825,69,31,2024-12-20 17:35:00
2763,95,4896,65,90,2024-07-06 15:58:00
2764,7,4393,70,32,2025-06-06 14:32:00
2765,136,4519,61,167,2024-02-26 17:41:00
2766,95,4751,67,93,2024-07-10 18:03:00
2767,69,4676,65,56,2024-08-21 17:16:00
2768,7,5072,62,77,2024-06-19 06:32:00
2769,131,5086,68,60,2025-12-12 12:55:00
2770,137,4620,64,85,2025-10-11 06:18:00
2771,163,4538,66,85,2024-06-22 11:02:00
2772,53,4443,61,90,2025-09-15 08:52:00
2773,70,4897,68,34,2024-08-01 13:03:00
2774,190,4723,68,97,2024-02-25 18:06:00
2775,25,4442,66,105,2024-05-01 12:33:00
2776,85,4461,70,153,2024-05-23 13:42:00
2777,110,4886,65,63,2026-01-08 15:13:00
2778,75,4738,64,31,2024-11-27 16:52:00
2779,14,4745,62,179,2024-08-12 09:02:00
2780,50,5097,62,140,2025-01-17 22:39:00
2781,158,5007,64,87,2024-12-24 20:51:00
2782,10,4632,61,141,2025-07-16 18:28:00
2783,55,4581,61,118,2024-12-05 06:12:00
2784,2,4848,69,44,2024-04-04 19:06:00
2785,40,5049,68,101,2024-04-27 14:13:00
2786,142,4780,65,167,2025-11-06 13:42:00
2787,146,4552,65,31,2024-06-16 13:47:00
2788,101,4673,66,50,2024-02-26 15:25:00
2789,18,4388,65,122,2025-01-13 17:19:00
2790,9,4736,68,134,2025-02-28 14:31:00
2791,200,4732,70,50,2025-10-01 16:22:00
2792,74,5057,64,114,2024-06-12 06:25:00
2793,31,4997,69,62,2025-02-07 08:17:00
2794,83,5004,63,84,2024-04-04 07:22:00
2795,177,4896,68,73,2025-01-24 07:22:00
2796,50,4812,65,173,2024-08-26 17:40:00
2797,196,4869,66,83,2025-08-19 17:21:00
2798,49,4999,68,86,2025-09-14 14:13:00
2799,164,4762,62,78,2025-01-13 11:21:00
2800,183,4953,66,53,2024-03-17 08:05:00
2801,3,4902,70,65,2024-09-07 12:16:00
2802,181,4406,63,44,2024-06-29 21:26:00
2803,172,5064,70,120,2024-03-27 09:34:00
2804,165,5001,63,135,2025-03-10 18:42:00
2805,28,4798,61,38,2024-10-22 09:39:00
2806,198,4794,62,152,2024-07-18 07:09:00
2807,162,4746,64,140,2025-05-17 16:04:00
2808,150,5022,61,156,2025-05-12 18:31:00
2809,148,4447,68,164,2025-08-04 13:49:00
2810,173,4522,69,176,2025-01-04 07:01:00
2811,76,4476,69,66,2024-07-09 12:16:00
2812,80,4796,69,143,2025-04-23 15:31:00
2813,193,4404,67,144,2024-12-17 20:31:00
2814,23,5063,61,150,2025-02-09 08:44:00
2815,7,4696,70,146,2025-04-09 10:50:00
2816,177,4517,66,68,2025-01-14 10:01:00
2817,165,4589,70,49,2024-11-25 15:06:00
2818,28,4802,67,36,2024-09-20 08:05:00
2819,133,5024,66,46,2024-04-08 06:56:00
2820,95,4861,65,53,2025-09-14 06:27:00
2821,5,4851,63,135,2024-11-07 13:39:00
2822,134,5012,68,167,2024-05-07 17:29:00
2823,33,5031,69,56,2024-11-28 08:30:00
2824,60,4816,70,100,2025-11-25 15:07:00
2825,77,5059,63,117,2025-09-21 09:31:00
2826,125,5004,69,49,2025-09-12 07:59:00
2827,10,4484,62,90,2024-07-04 19:55:00
2828,19,4598,68,84,2025-07-26 17:38:00
2829,81,4602,63,65,2024-08-16 09:37:00
2830,4,4664,68,153,2024-02-15 22:55:00
2831,47,4737,64,126,2024-03-29 08:10:00
2832,197,4768,66,124,2025-02-08 09:42:00
2833,64,5104,66,161,2024-10-29 12:11:00
2834,9,5059,64,48,2025-08-19 10:07:00
2835,147,4555,69,89,2025-11-01 07:44:00
2836,105,4786,68,130,2024-03-01 10:01:00
2837,175,4769,67,88,2025-01-22 11:50:00
2838,184,4647,69,104,2024-12-24 20:49:00
2839,141,4755,63,71,2025-08-05 07:18:00
2840,71,4772,61,81,2024-03-06 15:19:00
2841,25,4381,64,123,2025-07-24 20:37:00
2842,109,4602,69,78,2025-12-21 15:53:00
2843,16,4872,62,177,2024-12-03 13:37:00
2844,85,4846,62,146,2024-01-22 20:12:00
2845,37,5091,66,62,2025-04-27 16:08:00
2846,92,4570,70,123,2024-03-05 17:04:00
2847,161,4877,64,47,2024-07-15 09:35:00
2848,127,4942,69,69,2025-03-11 11:19:00
2849,77,4822,62,108,2025-06-16 19:14:00
2850,164,4466,65,55,2025-01-26 19:56:00
2851,3,4384,65,178,2024-09-16 14:59:00
2852,122,4410,68,34,2024-10-18 16:16:00
2853,130,4718,65,32,2024-03-28 17:53:00
2854,76,4839,61,36,2024-07-04 11:25:00
2855,189,4489,70,112,2025-05-22 21:58:00
2856,114,4745,63,81,2025-04-16 10:26:00
2857,134,4644,67,58,2024-01-28 18:24:00
2858,176,4833,65,35,2025-07-30 20:52:00
2859,11,4446,65,63,2025-11-09 22:28:00
2860,40,4445,67,106,2024-03-19 07:07:00
2861,111,4711,69,161,2025-04-14 10:16:00
2862,130,4469,63,179,2025-11-20 20:34:00
2863,177,4830,68,177,2025-08-31 11:29:00
2864,62,4521,66,59,2025-11-02 06:11:00
2865,171,5057,61,167,2024-02-25 16:34:00
2866,104,4408,67,45,2024-03-11 12:42:00
2867,185,4802,62,116,2024-07-27 10:15:00
2868,104,4741,64,74,2024-10-24 12:15:00
2869,95,4913,68,134,2025-04-21 16:19:00
2870,158,4619,63,116,2024-08-28 07:14:00
2871,113,4403,66,69,2025-06-04 12:00:00
2872,191,4914,64,83,2024-04-17 06:13:00
2873,57,4733,69,122,2024-08-16 17:27:00
2874,13,4628,61,49,2025-10-14 13:39:00
2875,125,4469,70,53,2025-10-02 06:17:00
2876,55,4880,69,69,2024-06-06 16:48:00
2877,89,4845,61,55,2025-03-20 10:59:00
2878,22,4810,63,160,2025-07-15 06:11:00
2879,131,4866,63,114,2025-12-28 08:57:00
2880,51,5074,62,173,2024-04-01 21:08:00
2881,104,4738,62,100,2025-12-31 17:03:00
2882,101,4520,69,87,2025-06-19 13:58:00
2883,46,4507,70,64,2025-08-26 11:12:00
2884,149,4685,67,53,2024-01-30 09:09:00
2885,61,4892,67,153,2024-11-10 20:48:00
2886,28,4967,68,83,2024-06-30 15:14:00
2887,9,4947,63,88,2025-07-01 19:09:00
2888,58,4451,61,133,2025-06-05 10:56:00
2889,198,4525,67,133,2024-10-03 08:06:00
2890,91,4678,61,102,2024-03-16 19:34:00
2891,180,4485,69,44,2025-10-04 20:14:00
2892,89,4881,70,152,2024-12-02 19:37:00
2893,1,4972,70,136,2025-04-29 19:58:00
2894,110,4872,62,180,2024-03-01 06:06:00
2895,14,4451,62,161,2025-08-01 15:02:00
2896,63,4458,66,134,2025-10-25 10:28:00
2897,33,4854,61,96,2025-08-26 10:47:00
2898,73,5087,65,176,2024-12-12 22:02:00
2899,97,4703,62,156,2025-08-08 13:11:00
2900,45,5015,62,159,2025-07-10 09:32:00
2901,159,4389,64,104,2024-07-25 19:47:00
2902,63,4668,68,121,2024-11-08 16:58:00
2903,51,4487,70,69,2024-09-07 21:59:00
2904,153,4643,67,32,2025-01-04 11:14:00
2905,186,4452,69,139,2025-03-08 17:25:00
2906,165,4904,61,71,2024-05-23 06:13:00
2907,148,4673,70,123,2024-02-21 19:05:00
2908,173,4765,66,149,2025-07-01 19:12:00
2909,17,4853,61,179,2025-07-13 13:47:00
2910,145,4854,62,175,2025-05-04 21:23:00
2911,109,4773,66,61,2024-05-29 16:15:00
2912,52,4580,69,139,2024-03-28 11:04:00
2913,194,4406,69,48,2025-04-26 19:18:00
2914,194,5045,63,67,2025-05-28 07:22:00
2915,50,4840,62,129,2024-03-18 07:53:00
2916,187,4611,61,143,2025-05-17 08:12:00
2917,145,5101,64,165,2025-08-21 06:58:00
2918,37,4946,69,121,2025-06-14 17:37:00
2919,31,4675,61,118,2025-02-18 16:47:00
2920,50,4899,68,89,2025-05-02 17:35:00
2921,44,4648,64,53,2025-11-13 22:34:00
2922,159,4902,68,127,2025-12-14 15:34:00
2923,19,4495,69,63,2024-11-20 18:04:00
2924,2,5041,70,97,2024-12-14 13:07:00
2925,95,5095,65,72,2025-02-19 21:45:00
2926,96,4954,66,136,2025-03-03 14:32:00
2927,1,4825,65,36,2025-11-28 21:50:00
2928,165,4574,61,163,2024-06-22 06:37:00
2929,167,4412,68,90,2025-01-19 10:28:00
2930,85,4844,68,107,2024-10-23 06:51:00
2931,19,5016,66,83,2024-03-13 15:42:00
2932,29,5097,62,126,2025-11-05 21:23:00
2933,195,4902,65,40,2025-02-21 10:26:00
2934,174,4499,69,33,2024-05-27 19:32:00
2935,154,5104,68,35,2024-04-09 09:20:00
2936,28,4776,64,88,2024-06-16 20:41:00
2937,8,5060,64,50,2025-04-17 13:39:00
2938,191,4506,67,100,2026-01-07 22:26:00
2939,198,4493,66,138,2025-01-22 06:40:00
2940,149,5061,61,83,2024-07-17 12:45:00
2941,71,4438,65,174,2025-01-23 06:22:00
2942,18,4776,65,134,2025-12-10 15:56:00
2943,45,4734,61,106,2025-02-19 20:30:00
2944,142,4445,66,73,2025-07-05 09:08:00
2945,137,4987,67,87,2025-11-27 16:38:00
2946,53,4474,61,167,2025-09-14 11:02:00
2947,40,4780,67,177,2025-09-07 10:21:00
2948,101,4769,66,79,2024-04-02 08:30:00
2949,55,4466,61,72,2025-07-23 14:38:00
2950,10,4659,69,154,2024-10-21 09:28:00
2951,39,5074,70,118,2024-12-24 17:48:00
2952,164,4625,69,77,2025-05-22 11:29:00
2953,74,4609,65,88,2025-09-23 22:43:00
2954,96,4560,66,88,2025-02-07 09:35:00
2955,80,4766,61,32,2025-11-29 17:42:00
2956,148,4783,67,99,2025-09-03 06:12:00
2957,100,4418,66,123,2024-12-22 06:04:00
2958,17,5103,62,74,2025-05-17 20:39:00
2959,57,4820,68,123,2024-03-28 15:42:00
2960,199,4510,61,103,2024-02-13 14:26:00
2961,156,4650,70,40,2024-02-25 18:49:00
2962,4,5066,61,113,2024-02-17 10:26:00
2963,145,4990,66,174,2025-01-14 20:52:00
2964,192,4554,66,66,2025-01-16 09:26:00
2965,99,4995,66,164,2026-01-03 20:31:00
2966,107,4837,68,156,2025-07-13 11:35:00
2967,115,5043,70,42,2024-09-18 09:33:00
2968,49,4572,64,78,2025-01-02 08:46:00
2969,3,4725,70,133,2024-03-02 08:49:00
2970,125,4527,70,117,2025-01-10 18:19:00
2971,65,4531,69,91,2024-08-13 08:48:00
2972,161,4895,66,167,2025-09-02 07:34:00
2973,76,4783,61,70,2025-01-23 13:06:00
2974,140,4856,63,120,2024-04-14 13:31:00
2975,65,5008,68,83,2025-12-13 13:13:00
2976,175,4498,67,117,2024-06-25 08:14:00
2977,111,4560,68,30,2026-01-17 22:50:00
2978,2,5049,70,95,2025-04-20 22:17:00
2979,122,4975,70,121,2025-05-02 17:09:00
2980,66,4782,64,155,2025-08-30 12:34:00
2981,136,4694,69,90,2025-04-26 16:40:00
2982,32,4556,62,70,2025-04-21 09:25:00
2983,136,4952,62,125,2025-08-06 20:13:00
2984,82,4763,67,148,2025-03-27 13:32:00
2985,38,4848,62,124,2024-08-01 12:38:00
2986,15,4504,70,103,2025-10-27 11:20:00
2987,185,4736,63,43,2025-12-02 09:10:00
2988,74,4692,69,89,2024-04-26 10:16:00
2989,179,4878,62,33,2025-09-06 07:10:00
2990,93,5012,63,40,2025-07-05 13:05:00
2991,136,4507,64,30,2025-08-08 20:49:00
2992,37,5036,65,106,2024-10-07 18:09:00
2993,133,4699,63,128,2024-09-18 09:12:00
2994,150,4521,66,64,2025-11-18 16:04:00
2995,107,4629,61,171,2025-08-28 11:38:00
2996,200,4856,69,149,2024-10-14 10:53:00
2997,170,4924,62,170,2025-05-10 10:08:00
2998,175,4941,64,107,2025-05-19 17:31:00
2999,145,4746,65,124,2024-03-09 13:37:00
3000,75,4580,68,108,2024-11-26 12:03:00
3001,167,4871,65,107,2025-11-02 22:47:00
3002,22,4676,63,86,2024-10-25 21:19:00
3003,162,4959,66,86,2025-03-18 07:11:00
3004,99,4980,70,135,2024-05-31 08:25:00
3005,21,4630,63,101,2025-07-17 21:18:00
3006,126,4796,70,94,2025-05-26 07:19:00
3007,86,4781,65,50,2025-10-11 21:27:00
3008,32,4652,62,113,2025-12-20 18:54:00
3009,32,4900,69,41,2025-09-16 06:34:00
3010,70,4755,65,61,2025-08-15 09:34:00
3011,114,4604,62,98,2025-07-11 17:16:00
3012,133,4992,62,106,2025-08-12 09:10:00
3013,44,4507,62,72,2024-10-13 14:54:00
3014,168,4801,61,126,2025-07-15 15:07:00
3015,108,4447,61,44,2025-06-09 17:13:00
3016,2,4581,68,34,2025-05-30 06:46:00
3017,162,5103,69,106,2024-07-05 10:21:00
3018,193,4731,61,62,2025-11-11 14:18:00
3019,133,4617,65,68,2025-06-07 17:17:00
3020,20,4628,65,108,2025-05-27 22:42:00
3021,98,4786,70,79,2025-01-06 17:50:00
3022,175,4856,62,30,2024-12-18 17:26:00
3023,143,4784,65,39,2024-11-14 06:37:00
3024,37,4497,69,137,2024-12-01 13:48:00
3025,133,4764,61,128,2024-06-05 19:23:00
3026,66,4421,61,166,2025-10-16 21:45:00
3027,61,5101,61,49,2024-11-27 22:45:00
3028,111,5071,66,43,2026-01-14 21:35:00
3029,16,4481,66,130,2025-12-24 07:43:00
3030,193,5012,70,178,2024-05-16 08:50:00
3031,161,4541,65,46,2024-10-09 13:13:00
3032,168,5000,63,169,2024-04-17 06:59:00
3033,19,4774,65,56,2024-11-04 11:50:00
3034,50,5061,65,99,2025-06-05 19:10:00
3035,190,4599,68,129,2025-04-02 18:05:00
3036,31,4792,65,108,2026-01-07 15:21:00
3037,145,4968,70,54,2024-04-04 20:59:00
3038,175,4882,69,70,2024-03-05 22:15:00
3039,79,4633,64,163,2024-02-08 06:55:00
3040,16,4734,70,73,2024-06-21 18:02:00
3041,172,5033,63,99,2024-02-10 12:37:00
3042,68,4950,61,135,2024-06-19 08:33:00
3043,92,4483,65,141,2025-09-09 19:05:00
3044,167,4813,68,85,2025-04-27 16:31:00
3045,181,4687,62,43,2025-10-19 21:07:00
3046,110,4400,69,89,2024-06-14 06:00:00
3047,197,4626,66,94,2025-11-22 19:35:00
3048,180,4684,66,62,2024-07-01 19:05:00
3049,182,4860,63,106,2025-07-08 21:00:00
3050,61,4393,65,98,2025-12-03 11:12:00
3051,142,4606,63,158,2025-08-23 10:04:00
3052,190,5057,64,71,2025-07-23 20:54:00
3053,141,4403,66,67,2024-09-23 07:17:00
3054,58,4456,65,78,2024-05-12 07:36:00
3055,60,4520,62,99,2024-03-10 14:59:00
3056,13,4775,65,30,2025-04-23 08:55:00
3057,110,4974,64,106,2025-02-26 13:12:00
3058,53,5029,67,134,2025-06-04 17:30:00
3059,169,5010,69,136,2025-03-22 11:09:00
3060,40,4622,62,98,2025-01-04 21:41:00
3061,144,4836,67,145,2025-03-21 22:46:00
3062,86,4674,68,58,2024-09-30 12:15:00
3063,26,4393,66,108,2024-10-16 10:37:00
3064,92,4847,65,122,2025-05-25 12:22:00
3065,130,5007,63,40,2025-06-18 16:20:00
3066,101,4946,64,104,2025-06-07 14:49:00
3067,99,4845,62,73,2026-01-16 20:02:00
3068,190,4892,66,42,2024-04-21 16:56:00
3069,53,4971,67,162,2025-01-26 21:27:00
3070,100,4672,68,111,2024-02-27 15:54:00
3071,60,5009,63,166,2025-03-31 21:56:00
3072,72,4471,67,148,2024-11-22 21:21:00
3073,65,4569,66,81,2025-07-18 20:58:00
3074,193,4436,66,77,2024-12-22 16:31:00
3075,17,4381,68,86,2025-03-14 10:31:00
3076,118,4738,62,180,2024-06-28 06:41:00
3077,49,4752,66,131,2025-09-15 21:43:00
3078,175,4403,69,81,2025-06-25 18:34:00
3079,113,4770,66,154,2024-12-13 18:43:00
3080,76,4639,69,58,2024-03-29 20:58:00
3081,90,4568,70,37,2025-01-15 20:28:00
3082,27,4518,66,43,2025-09-21 10:34:00
3083,105,4836,67,37,2024-11-12 20:44:00
3084,102,4738,61,151,2024-04-22 10:33:00
3085,159,4651,68,172,2026-01-06 20:19:00
3086,194,4813,65,35,2024-10-26 12:46:00
3087,27,4602,68,123,2024-04-14 18:36:00
3088,63,4776,63,132,2025-12-13 13:29:00
3089,5,4838,66,116,2025-09-25 21:18:00
3090,55,4453,70,142,2024-11-20 09:38:00
3091,153,4713,63,55,2025-05-13 15:31:00
3092,120,4391,69,151,2024-01-29 10:39:00
3093,148,4832,70,69,2024-06-27 19:29:00
3094,157,4709,64,167,2024-11-11 17:35:00
3095,186,4669,66,46,2024-06-18 16:32:00
3096,113,5074,66,112,2025-06-16 09:42:00
3097,56,4961,69,169,2025-10-22 09:54:00
3098,161,4462,67,32,2025-08-14 10:34:00
3099,109,4529,66,117,2024-12-20 08:57:00
3100,126,4701,70,93,2025-10-12 17:25:00
3101,130,4742,67,73,2025-01-14 11:05:00
3102,56,4817,65,140,2025-12-31 10:07:00
3103,122,4454,61,132,2025-02-04 14:19:00
3104,146,4567,64,37,2025-01-24 10:37:00
3105,176,4972,63,40,2025-02-24 07:27:00
3106,8,4760,64,81,2024-09-16 12:53:00
3107,160,5022,64,68,2025-06-27 14:45:00
3108,19,4758,67,48,2025-08-24 12:01:00
3109,154,4393,66,52,2025-02-25 20:28:00
3110,137,4663,65,102,2025-06-10 21:28:00
3111,118,4550,70,72,2025-06-19 11:04:00
3112,2,4385,69,104,2025-04-29 21:13:00
3113,65,4747,61,36,2025-01-30 08:33:00
3114,31,4394,67,85,2024-12-11 15:16:00
3115,171,4728,63,93,2024-07-22 09:50:00
3116,40,4654,65,77,2024-04-25 22:23:00
3117,84,4616,63,174,2025-11-30 16:05:00
3118,23,5037,61,68,2025-10-04 16:12:00
3119,74,4731,63,136,2025-07-21 06:14:00
3120,13,4570,62,44,2025-08-01 18:51:00
3121,177,4869,64,87,2025-12-21 07:09:00
